step,loss,val_loss,lr,grad_norm,proj_grad_norm,tokens_per_s
0,11.86581,11.86217,3.000e-06,1.097,0.718,5862
1,11.85662,11.86217,6.000e-06,1.169,0.762,19341
2,11.85126,11.86217,9.000e-06,1.055,0.686,20047
3,11.82417,11.86217,1.200e-05,1.137,0.737,20026
4,11.81057,11.86217,1.500e-05,1.063,0.687,20010
5,11.79133,11.86217,1.800e-05,0.936,0.599,20033
6,11.74646,11.86217,2.100e-05,1.017,0.648,20048
7,11.72010,11.86217,2.400e-05,0.995,0.613,20009
8,11.66093,11.86217,2.700e-05,1.045,0.624,20031
9,11.60851,11.86217,3.000e-05,1.056,0.595,20045
10,11.57105,11.86217,3.300e-05,0.970,0.522,20000
11,11.53359,11.86217,3.600e-05,0.943,0.473,20060
12,11.44001,11.86217,3.900e-05,1.023,0.465,20064
13,11.41214,11.86217,4.200e-05,0.985,0.390,20021
14,11.34062,11.86217,4.500e-05,1.046,0.357,20071
15,11.29912,11.86217,4.800e-05,0.987,0.322,20054
16,11.22460,11.86217,5.100e-05,1.098,0.279,20016
17,11.18016,11.86217,5.400e-05,1.091,0.241,20050
18,11.08824,11.86217,5.700e-05,1.310,0.222,20050
19,11.07267,11.86217,6.000e-05,1.188,0.186,20037
20,11.08399,11.86217,6.300e-05,1.061,0.192,20053
21,11.04813,11.86217,6.600e-05,1.045,0.183,19087
22,10.93722,11.86217,6.900e-05,1.202,0.168,20027
23,10.81707,11.86217,7.200e-05,1.407,0.159,20049
24,10.94208,11.86217,7.500e-05,1.022,0.188,20064
25,10.84597,11.86217,7.800e-05,1.113,0.146,20019
26,10.83963,11.86217,8.100e-05,0.990,0.174,20062
27,10.73598,11.86217,8.400e-05,1.106,0.144,20057
28,10.65862,11.86217,8.700e-05,1.170,0.130,20033
29,10.59101,11.86217,9.000e-05,1.223,0.130,20047
30,10.61522,11.86217,9.300e-05,0.992,0.158,20055
31,10.52594,11.86217,9.600e-05,1.118,0.137,20008
32,10.40008,11.86217,9.900e-05,1.213,0.107,20069
33,10.36831,11.86217,1.020e-04,1.101,0.104,20044
34,10.29110,11.86217,1.050e-04,1.207,0.096,20039
