step,loss,val_loss,lr,grad_norm,proj_grad_norm,tokens_per_s
0,11.84339,11.83194,3.000e-06,5.912,0.603,7937
1,11.83077,11.83194,6.000e-06,5.400,0.558,29556
2,11.77184,11.83194,9.000e-06,5.310,0.540,29245
3,11.72480,11.83194,1.200e-05,4.190,0.400,29250
4,11.65480,11.83194,1.500e-05,3.556,0.314,28631
5,11.61282,11.83194,1.800e-05,2.914,0.253,28921
6,11.54784,11.83194,2.100e-05,2.505,0.201,29225
7,11.50085,11.83194,2.400e-05,2.175,0.161,29230
8,11.45743,11.83194,2.700e-05,1.984,0.150,29204
9,11.39002,11.83194,3.000e-05,1.954,0.139,29211
10,11.35975,11.83194,3.300e-05,1.770,0.122,29272
11,11.31639,11.83194,3.600e-05,1.584,0.097,29281
12,11.32656,11.83194,3.900e-05,1.540,0.134,29285
13,11.31824,11.83194,4.200e-05,1.319,0.092,29063
14,11.25505,11.83194,4.500e-05,1.421,0.081,28780
15,11.22848,11.83194,4.800e-05,1.329,0.061,28993
16,11.21080,11.83194,5.100e-05,1.512,0.124,28155
17,11.21010,11.83194,5.400e-05,1.203,0.056,28538
18,11.18163,11.83194,5.700e-05,1.272,0.108,28746
19,11.09151,11.83194,6.000e-05,1.367,0.047,28875
20,11.09659,11.83194,6.300e-05,1.217,0.053,28618
21,11.05058,11.83194,6.600e-05,1.331,0.053,28566
22,11.02830,11.83194,6.900e-05,1.304,0.090,28488
23,11.02624,11.83194,7.200e-05,1.219,0.071,28863
24,10.98019,11.83194,7.500e-05,1.190,0.050,29029
25,10.92608,11.83194,7.800e-05,1.223,0.056,29134
26,10.86312,11.83194,8.100e-05,1.313,0.073,28888
27,10.84867,11.83194,8.400e-05,1.221,0.065,29093
28,10.81627,11.83194,8.700e-05,1.284,0.057,25593
29,10.76486,11.83194,9.000e-05,1.172,0.057,28581
30,10.75220,11.83194,9.300e-05,1.117,0.072,24506
31,10.67120,11.83194,9.600e-05,1.197,0.078,28917
32,10.62516,11.83194,9.900e-05,1.234,0.077,22637
33,10.56776,11.83194,1.020e-04,1.192,0.073,28568
34,10.50215,11.83194,1.050e-04,1.270,0.050,24619
35,10.45918,11.83194,1.080e-04,1.221,0.108,23470
36,10.39133,11.83194,1.110e-04,1.214,0.066,27746
37,10.38401,11.83194,1.140e-04,1.229,0.146,27733
38,10.30200,11.83194,1.170e-04,1.166,0.075,29080
39,10.27453,11.83194,1.200e-04,1.226,0.131,25385
40,10.20353,11.83194,1.230e-04,1.149,0.079,23450
41,10.16776,11.83194,1.260e-04,1.181,0.088,29124
42,10.03254,11.83194,1.290e-04,1.226,0.066,22903
43,10.04793,11.83194,1.320e-04,1.102,0.076,29196
44,9.96002,11.83194,1.350e-04,1.144,0.060,24211
45,9.87009,11.83194,1.380e-04,1.151,0.044,29078
46,9.82977,11.83194,1.410e-04,1.244,0.112,28982
47,9.78988,11.83194,1.440e-04,1.105,0.061,26548
48,9.71581,11.83194,1.470e-04,1.242,0.071,26378
49,9.63128,11.83194,1.500e-04,1.249,0.088,27181
50,9.58793,11.83194,1.530e-04,1.056,0.049,28532
