step,loss,val_loss,lr,grad_norm,proj_grad_norm,tokens_per_s
0,11.86088,11.86220,3.000e-06,0.937,0.668,7963
1,11.85966,11.86220,6.000e-06,0.921,0.657,28792
2,11.85714,11.86220,9.000e-06,0.887,0.634,28412
3,11.85168,11.86220,1.200e-05,0.872,0.624,28459
4,11.84474,11.86220,1.500e-05,0.924,0.658,28526
5,11.82559,11.86220,1.800e-05,0.892,0.640,28332
6,11.81889,11.86220,2.100e-05,0.976,0.688,28243
7,11.79559,11.86220,2.400e-05,0.920,0.644,27805
8,11.78111,11.86220,2.700e-05,0.911,0.642,28205
9,11.76549,11.86220,3.000e-05,0.825,0.583,28314
10,11.73404,11.86220,3.300e-05,0.886,0.610,28343
11,11.71326,11.86220,3.600e-05,0.858,0.584,28134
12,11.68648,11.86220,3.900e-05,0.955,0.626,28008
13,11.66295,11.86220,4.200e-05,0.969,0.610,28168
14,11.62554,11.86220,4.500e-05,1.009,0.611,28144
15,11.60417,11.86220,4.800e-05,0.843,0.510,27813
16,11.56164,11.86220,5.100e-05,0.867,0.498,27447
17,11.50817,11.86220,5.400e-05,0.922,0.488,28192
18,11.48623,11.86220,5.700e-05,0.968,0.463,27755
19,11.43673,11.86220,6.000e-05,0.950,0.420,27762
20,11.38855,11.86220,6.300e-05,1.088,0.427,27743
21,11.39476,11.86220,6.600e-05,0.887,0.359,27571
22,11.29105,11.86220,6.900e-05,1.064,0.335,27277
23,11.23984,11.86220,7.200e-05,1.111,0.303,27673
24,11.24624,11.86220,7.500e-05,0.970,0.257,27648
25,11.16376,11.86220,7.800e-05,1.159,0.238,27928
26,11.12659,11.86220,8.100e-05,1.096,0.205,27731
27,11.07011,11.86220,8.400e-05,1.177,0.190,28038
28,11.04778,11.86220,8.700e-05,1.059,0.183,28094
29,10.97439,11.86220,9.000e-05,1.125,0.162,28072
30,10.99240,11.86220,9.300e-05,1.001,0.208,28135
31,10.92893,11.86220,9.600e-05,1.023,0.174,28177
32,10.86886,11.86220,9.900e-05,1.088,0.130,28155
33,10.77049,11.86220,1.020e-04,1.261,0.129,28263
34,10.73856,11.86220,1.050e-04,1.119,0.136,28166
35,10.68785,11.86220,1.080e-04,1.106,0.123,28053
36,10.64480,11.86220,1.110e-04,1.232,0.120,28092
37,10.58350,11.86220,1.140e-04,1.180,0.118,28104
38,10.51956,11.86220,1.170e-04,1.189,0.118,28011
39,10.48351,11.86220,1.200e-04,1.211,0.103,28236
40,10.42453,11.86220,1.230e-04,1.137,0.110,28017
41,10.37231,11.86220,1.260e-04,1.217,0.084,28038
42,10.30853,11.86220,1.290e-04,1.124,0.091,28017
43,10.22715,11.86220,1.320e-04,1.232,0.076,27634
44,10.19705,11.86220,1.350e-04,1.158,0.072,27809
