step,loss,val_loss,lr,grad_norm,proj_grad_norm,tokens_per_s
0,11.87836,11.85316,3.000e-06,5.394,0.545,8319
1,11.85423,11.85316,6.000e-06,5.327,0.511,29726
2,11.81395,11.85316,9.000e-06,4.670,0.475,29409
3,11.75214,11.85316,1.200e-05,4.198,0.424,29431
4,11.67751,11.85316,1.500e-05,3.691,0.309,29315
5,11.64316,11.85316,1.800e-05,2.791,0.242,28997
6,11.55096,11.85316,2.100e-05,2.769,0.207,29049
7,11.50990,11.85316,2.400e-05,2.282,0.148,29031
8,11.46653,11.85316,2.700e-05,2.035,0.133,29014
9,11.49118,11.85316,3.000e-05,1.663,0.126,29223
10,11.41532,11.85316,3.300e-05,1.590,0.110,29425
11,11.40114,11.85316,3.600e-05,1.414,0.085,29382
12,11.32766,11.85316,3.900e-05,1.647,0.127,29438
13,11.29861,11.85316,4.200e-05,1.481,0.073,29417
14,11.26508,11.85316,4.500e-05,1.505,0.074,29448
15,11.30860,11.85316,4.800e-05,1.243,0.087,29409
16,11.27988,11.85316,5.100e-05,1.258,0.073,29418
17,11.22163,11.85316,5.400e-05,1.299,0.080,29423
18,11.18268,11.85316,5.700e-05,1.310,0.049,29455
19,11.17238,11.85316,6.000e-05,1.410,0.124,29409
20,11.10648,11.85316,6.300e-05,1.490,0.094,29423
21,11.17331,11.85316,6.600e-05,1.166,0.081,29352
22,11.06474,11.85316,6.900e-05,1.355,0.094,29442
23,11.01912,11.85316,7.200e-05,1.344,0.075,29408
24,11.04551,11.85316,7.500e-05,1.127,0.047,29452
25,10.96261,11.85316,7.800e-05,1.336,0.056,29449
26,10.93417,11.85316,8.100e-05,1.262,0.076,29416
27,10.88891,11.85316,8.400e-05,1.295,0.050,29434
28,10.87302,11.85316,8.700e-05,1.192,0.077,29415
29,10.80213,11.85316,9.000e-05,1.256,0.069,29427
30,10.82510,11.85316,9.300e-05,1.070,0.057,29423
31,10.76747,11.85316,9.600e-05,1.119,0.088,29414
32,10.71175,11.85316,9.900e-05,1.163,0.077,29431
33,10.60226,11.85316,1.020e-04,1.319,0.057,29440
34,10.57264,11.85316,1.050e-04,1.231,0.085,29413
35,10.52468,11.85316,1.080e-04,1.147,0.052,29421
36,10.47656,11.85316,1.110e-04,1.257,0.067,29438
37,10.42484,11.85316,1.140e-04,1.217,0.081,29394
38,10.35728,11.85316,1.170e-04,1.284,0.112,29429
39,10.31871,11.85316,1.200e-04,1.214,0.050,29427
40,10.26719,11.85316,1.230e-04,1.255,0.118,29417
41,10.21749,11.85316,1.260e-04,1.255,0.071,29371
42,10.15678,11.85316,1.290e-04,1.247,0.117,29452
43,10.07345,11.85316,1.320e-04,1.307,0.104,29399
44,10.03888,11.85316,1.350e-04,1.224,0.094,29449
45,9.98194,11.85316,1.380e-04,1.241,0.147,29410
46,9.92015,11.85316,1.410e-04,1.175,0.088,29440
